ano;codigo_questao;rotulo;cabecalho_original
2023;6.a.6;Desenvolvo/cuido da manutenção de repositórios de dados baseados em streaming de eventos como Data Lakes e Data Lakehouses.;('P6_a_6 ', 'Desenvolvo/cuido da manutenção de repositórios de dados baseados em streaming de eventos como Data Lakes e Data Lakehouses.')
2023;6.a.7;Atuo na modelagem dos dados, com o objetivo de criar conjuntos de dados como Data Warehouses, Data Marts etc.;('P6_a_7 ', 'Atuo na modelagem dos dados, com o objetivo de criar conjuntos de dados como Data Warehouses, Data Marts etc.')
2023;6.a.8;Cuido da qualidade dos dados, metadados e dicionário de dados.;('P6_a_8 ', 'Cuido da qualidade dos dados, metadados e dicionário de dados.')
2023;6.a.9;Nenhuma das opções listadas refletem meu dia a dia.;('P6_a_9 ', 'Nenhuma das opções listadas refletem meu dia a dia.')
2023;6.b;Quais as ferramentas/tecnologias de ETL que você utiliza no trabalho como Data Engineer?;('P6_b ', 'Quais as ferramentas/tecnologias de ETL que você utiliza no trabalho como Data Engineer?')
2023;6.b.1;Scripts Python;('P6_b_1 ', 'Scripts Python')
2023;6.b.2;SQL & Stored Procedures;('P6_b_2 ', 'SQL & Stored Procedures')
2023;6.b.3;Apache Airflow;('P6_b_3 ', 'Apache Airflow')
2023;6.b.4;Apache NiFi;('P6_b_4 ', 'Apache NiFi')
2023;6.b.5;Luigi;('P6_b_5 ', 'Luigi')
2023;6.b.6;AWS Glue;('P6_b_6 ', 'AWS Glue')
2023;6.b.7;Talend;('P6_b_7 ', 'Talend')
2023;6.b.8;Pentaho;('P6_b_8 ', 'Pentaho')
2023;6.b.9;Alteryx;('P6_b_9 ', 'Alteryx')
2023;6.b.10;Stitch;('P6_b_10 ', 'Stitch')
2023;6.b.11;Fivetran;('P6_b_11 ', 'Fivetran')
2023;6.b.12;Google Dataflow;('P6_b_12 ', 'Google Dataflow')
2023;6.b.13;Oracle Data Integrator;('P6_b_13 ', 'Oracle Data Integrator')
2023;6.b.14;IBM DataStage;('P6_b_14 ', 'IBM DataStage')
2023;6.b.15;SAP BW ETL;('P6_b_15 ', 'SAP BW ETL')
2023;;('P6_b_16 ', 'SQL Server Integration Services (SSIS));('P6_b_16 ', 'SQL Server Integration Services (SSIS))
2023;6.b.17;SAS Data Integration;('P6_b_17 ', 'SAS Data Integration')
2023;6.b.18;Qlik Sense;('P6_b_18 ', 'Qlik Sense')
2023;6.b.19;Knime;('P6_b_19 ', 'Knime')
2023;6.b.20;Databricks;('P6_b_20 ', 'Databricks')
2023;6.b.21;Não utilizo ferramentas de ETL;('P6_b_21 ', 'Não utilizo ferramentas de ETL')
2023;6.c;Sua organização possui um Data Lake?;('P6_c ', 'Sua organização possui um Data Lake?')
2023;6.d;Qual tecnologia utilizada como plataforma do Data Lake?;('P6_d ', 'Qual tecnologia utilizada como plataforma do Data Lake?')
2023;6.e;Sua organização possui um Data Warehouse?;('P6_e ', 'Sua organização possui um Data Warehouse?')
2023;6.f;Qual tecnologia utilizada como plataforma do Data Warehouse?;('P6_f ', 'Qual tecnologia utilizada como plataforma do Data Warehouse?')
2023;6.g;Quais as ferramentas de gestão de Qualidade de dados, Metadados e catálogo de dados você utiliza no trabalho?;('P6_g ', 'Quais as ferramentas de gestão de Qualidade de dados, Metadados e catálogo de dados você utiliza no trabalho?')
2023;6.h;Em qual das opções abaixo você gasta a maior parte do seu tempo?;('P6_h ', 'Em qual das opções abaixo você gasta a maior parte do seu tempo?')
2023;6.h.1;Desenvolvendo pipelines de dados utilizando linguagens de programação como Python, Scala, Java etc.;('P6_h_1 ', 'Desenvolvendo pipelines de dados utilizando linguagens de programação como Python, Scala, Java etc.')
2023;6.h.2;Realizando construções de ETL's em ferramentas como Pentaho, Talend, Dataflow etc.;('P6_h_2 ', 'Realizando construções de ETL's em ferramentas como Pentaho, Talend, Dataflow etc.')
2023;6.h.3;Criando consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.;('P6_h_3 ', 'Criando consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.')
2023;6.h.4;Atuando na integração de diferentes fontes de dados através de plataformas proprietárias como Stitch Data, Fivetran etc.;('P6_h_4 ', 'Atuando na integração de diferentes fontes de dados através de plataformas proprietárias como Stitch Data, Fivetran etc.')
2023;6.h.5;Modelando soluções de arquitetura de dados, criando componentes de ingestão de dados, transformação e recuperação da informação.;('P6_h_5 ', 'Modelando soluções de arquitetura de dados, criando componentes de ingestão de dados, transformação e recuperação da informação.')
2023;6.h.6;Desenvolvendo/cuidando da manutenção de repositórios de dados baseados em streaming de eventos como Data Lakes e Data Lakehouses.;('P6_h_6 ', 'Desenvolvendo/cuidando da manutenção de repositórios de dados baseados em streaming de eventos como Data Lakes e Data Lakehouses.')
2023;6.h.7;Atuando na modelagem dos dados, com o objetivo de criar conjuntos de dados como Data Warehouses, Data Marts etc.;('P6_h_7 ', 'Atuando na modelagem dos dados, com o objetivo de criar conjuntos de dados como Data Warehouses, Data Marts etc.')
2023;6.h.8;Cuidando da qualidade dos dados, metadados e dicionário de dados.;('P6_h_8 ', 'Cuidando da qualidade dos dados, metadados e dicionário de dados.')
2023;6.h.9;Nenhuma das opções listadas refletem meu dia a dia.;('P6_h_9 ', 'Nenhuma das opções listadas refletem meu dia a dia.')
2023;7.1;Quais das opções abaixo fazem parte da sua rotina no trabalho atual com análise de dados?;('P7_1 ', 'Quais das opções abaixo fazem parte da sua rotina no trabalho atual com análise de dados?')
2023;7.a.1;Processo e analiso dados utilizando linguagens de programação como Python, R etc.;('P7_a_1 ', 'Processo e analiso dados utilizando linguagens de programação como Python, R etc.')
2023;7.a.2;Realizo construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik etc.;('P7_a_2 ', 'Realizo construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik etc.')
2023;7.a.3;Crio consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.;('P7_a_3 ', 'Crio consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.')
2023;7.a.4;Utilizo API's para extrair dados e complementar minhas análises.;('P7_a_4 ', 'Utilizo API's para extrair dados e complementar minhas análises.')
2023;7.a.5;Realizo experimentos e estudos utilizando metodologias estatísticas como teste de hipótese, modelos de regressão etc.;('P7_a_5 ', 'Realizo experimentos e estudos utilizando metodologias estatísticas como teste de hipótese, modelos de regressão etc.')
2023;7.a.6;Desenvolvo/cuido da manutenção de ETL's utilizando tecnologias como Talend, Pentaho, Airflow, Dataflow etc.;('P7_a_6 ', 'Desenvolvo/cuido da manutenção de ETL's utilizando tecnologias como Talend, Pentaho, Airflow, Dataflow etc.')
2023;7.a.7;Atuo na modelagem dos dados, com o objetivo de criar conjuntos de dados, Data Warehouses, Data Marts etc.;('P7_a_7 ', 'Atuo na modelagem dos dados, com o objetivo de criar conjuntos de dados, Data Warehouses, Data Marts etc.')
2023;7.a.8;Desenvolvo/cuido da manutenção de planilhas para atender as áreas de negócio.;('P7_a_8 ', 'Desenvolvo/cuido da manutenção de planilhas para atender as áreas de negócio.')
2023;7.a.9;Utilizo ferramentas avançadas de estatística como SASS, PSS, Stata etc;('P7_a_9 ', 'Utilizo ferramentas avançadas de estatística como SASS, PSS, Stata etc')
2023;7.a.10;Nenhuma das opções listadas refletem meu dia a dia.;('P7_a_10 ', 'Nenhuma das opções listadas refletem meu dia a dia.')
2023;7.b;Quais as ferramentas/tecnologias de ETL que você utiliza no trabalho como Data Analyst?;('P7_b ', 'Quais as ferramentas/tecnologias de ETL que você utiliza no trabalho como Data Analyst?')
2023;7.b.1;Scripts Python;('P7_b_1 ', 'Scripts Python')
2023;7.b.2;SQL & Stored Procedures;('P7_b_2 ', 'SQL & Stored Procedures')
2023;7.b.3;Apache Airflow;('P7_b_3 ', 'Apache Airflow')
2023;7.b.4;Apache NiFi;('P7_b_4 ', 'Apache NiFi')
2023;7.b.5;Luigi;('P7_b_5 ', 'Luigi')
2023;7.b.6;AWS Glue;('P7_b_6 ', 'AWS Glue')
2023;7.b.7;Talend;('P7_b_7 ', 'Talend')
2023;7.b.8;Pentaho;('P7_b_8 ', 'Pentaho')
2023;7.b.9;Alteryx;('P7_b_9 ', 'Alteryx')
2023;7.b.10;Stitch;('P7_b_10 ', 'Stitch')
2023;7.b.11;Fivetran;('P7_b_11 ', 'Fivetran')
2023;7.b.12;Google Dataflow;('P7_b_12 ', 'Google Dataflow')
2023;7.b.13;Oracle Data Integrator;('P7_b_13 ', 'Oracle Data Integrator')
2023;7.b.14;IBM DataStage;('P7_b_14 ', 'IBM DataStage')
2023;7.b.15;SAP BW ETL;('P7_b_15 ', 'SAP BW ETL')
2023;7.b.16;SQL Server Integration Services (SSIS);('P7_b_16 ', 'SQL Server Integration Services (SSIS)')
2023;7.b.17;SAS Data Integration;('P7_b_17 ', 'SAS Data Integration')
2023;7.b.18;Qlik Sense;('P7_b_18 ', 'Qlik Sense')
2023;7.b.19;Knime;('P7_b_19 ', 'Knime')
2023;7.b.20;Databricks;('P7_b_20 ', 'Databricks')
2023;7.b.21;Não utilizo ferramentas de ETL;('P7_b_21 ', 'Não utilizo ferramentas de ETL')
2023;7.c;Sua empresa utiliza alguma das ferramentas listadas para dar mais autonomia em análise de dados para as áreas de negócio?;('P7_c ', 'Sua empresa utiliza alguma das ferramentas listadas para dar mais autonomia em análise de dados para as áreas de negócio?')
2023;7.c.1;Ferramentas de AutoML como H2O.ai, Data Robot, BigML etc.;('P7_c_1 ', 'Ferramentas de AutoML como H2O.ai, Data Robot, BigML etc.')
2023;7.c.2;"""""Point and Click"""" Analytics como Alteryx, Knime, Rapidminer etc.";"('P7_c_2 ', '""""Point and Click"""" Analytics como Alteryx, Knime, Rapidminer etc.')"
2023;7.c.3;Product metricts & Insights como Mixpanel, Amplitude, Adobe Analytics.;('P7_c_3 ', 'Product metricts & Insights como Mixpanel, Amplitude, Adobe Analytics.')
2023;7.c.4;Ferramentas de análise dentro de ferramentas de CRM como Salesforce Einstein Anaytics ou Zendesk dashboards.;('P7_c_4 ', 'Ferramentas de análise dentro de ferramentas de CRM como Salesforce Einstein Anaytics ou Zendesk dashboards.')
2023;7.c.5;Minha empresa não utiliza essas ferramentas.;('P7_c_5 ', 'Minha empresa não utiliza essas ferramentas.')
2023;7.c.6;Não sei informar.;('P7_c_6 ', 'Não sei informar.')
2023;7.d;Em qual das opções abaixo você gasta a maior parte do seu tempo de trabalho?;('P7_d ', 'Em qual das opções abaixo você gasta a maior parte do seu tempo de trabalho?')
2023;7.d.1;Processando e analisando dados utilizando linguagens de programação como Python, R etc.;('P7_d_1 ', 'Processando e analisando dados utilizando linguagens de programação como Python, R etc.')
2023;7.d.2;Realizando construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik etc.;('P7_d_2 ', 'Realizando construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik etc.')
2023;7.d.3;Criando consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.;('P7_d_3 ', 'Criando consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.')
2023;7.d.4;Utilizando API's para extrair dados e complementar minhas análises.;('P7_d_4 ', 'Utilizando API's para extrair dados e complementar minhas análises.')
2023;7.d.5;Realizando experimentos e estudos utilizando metodologias estatísticas como teste de hipótese, modelos de regressão etc.;('P7_d_5 ', 'Realizando experimentos e estudos utilizando metodologias estatísticas como teste de hipótese, modelos de regressão etc.')
2023;7.d.6;Desenvolvendo/cuidando da manutenção de ETL's utilizando tecnologias como Talend, Pentaho, Airflow, Dataflow etc.;('P7_d_6 ', 'Desenvolvendo/cuidando da manutenção de ETL's utilizando tecnologias como Talend, Pentaho, Airflow, Dataflow etc.')
2023;7.d.7;Atuando na modelagem dos dados, com o objetivo de criar conjuntos de dados, Data Warehouses, Data Marts etc.;('P7_d_7 ', 'Atuando na modelagem dos dados, com o objetivo de criar conjuntos de dados, Data Warehouses, Data Marts etc.')
2023;7.d.8;Desenvolvendo/cuidando da manutenção de planilhas do Excel ou Google Sheets para atender as áreas de negócio.;('P7_d_8 ', 'Desenvolvendo/cuidando da manutenção de planilhas do Excel ou Google Sheets para atender as áreas de negócio.')
2023;7.d.9;Utilizando ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises.;('P7_d_9 ', 'Utilizando ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises.')
2023;7.d.10;Nenhuma das opções listadas refletem meu dia a dia.;('P7_d_10 ', 'Nenhuma das opções listadas refletem meu dia a dia.')
2023;8.a;Quais das opções abaixo fazem parte da sua rotina no trabalho atual com ciência de dados?;('P8_a ', 'Quais das opções abaixo fazem parte da sua rotina no trabalho atual com ciência de dados?')
2023;8.a.1;Estudos Ad-hoc com o objetivo de confirmar hipóteses, realizar modelos preditivos, forecasts, análise de cluster para resolver problemas pontuais e responder perguntas das áreas de negócio.;('P8_a_1 ', 'Estudos Ad-hoc com o objetivo de confirmar hipóteses, realizar modelos preditivos, forecasts, análise de cluster para resolver problemas pontuais e responder perguntas das áreas de negócio.')
2023;8.a.2;Sou responsável pela coleta e limpeza dos dados que uso para análise e modelagem.;('P8_a_2 ', 'Sou responsável pela coleta e limpeza dos dados que uso para análise e modelagem.')
2023;8.a.3;Sou responsável por entrar em contato com os times de negócio para definição do problema, identificar a solução e apresentação de resultados.;('P8_a_3 ', 'Sou responsável por entrar em contato com os times de negócio para definição do problema, identificar a solução e apresentação de resultados.')
2023;8.a.4;Desenvolvo modelos de Machine Learning com o objetivo de colocar em produção em sistemas (produtos de dados).;('P8_a_4 ', 'Desenvolvo modelos de Machine Learning com o objetivo de colocar em produção em sistemas (produtos de dados).')
2023;8.a.5;Sou responsável por colocar modelos em produção, criar os pipelines de dados, APIs de consumo e monitoramento.;('P8_a_5 ', 'Sou responsável por colocar modelos em produção, criar os pipelines de dados, APIs de consumo e monitoramento.')
2023;8.a.6;Cuido da manutenção de modelos de Machine Learning já em produção, atuando no monitoramento, ajustes e refatoração quando necessário.;('P8_a_6 ', 'Cuido da manutenção de modelos de Machine Learning já em produção, atuando no monitoramento, ajustes e refatoração quando necessário.')
2023;8.a.7;Realizo construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik, etc;('P8_a_7 ', 'Realizo construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik, etc')
2023;8.a.8;Utilizo ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises estatísticas e ajustar modelos.;('P8_a_8 ', 'Utilizo ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises estatísticas e ajustar modelos.')
2023;8.a.9;Crio e dou manutenção em ETLs, DAGs e automações de pipelines de dados.;('P8_a_9 ', 'Crio e dou manutenção em ETLs, DAGs e automações de pipelines de dados.')
2023;8.a.10;Crio e gerencio soluções de Feature Store e cultura de MLOps.;('P8_a_10 ', 'Crio e gerencio soluções de Feature Store e cultura de MLOps.')
2023;8.a.11;Sou responsável por criar e manter a infra que meus modelos e soluções rodam (clusters, servidores, API, containers, etc.);('P8_a_11 ', 'Sou responsável por criar e manter a infra que meus modelos e soluções rodam (clusters, servidores, API, containers, etc.)')
2023;8.a.12;Treino e aplico LLM's para solucionar problemas de negócio.;('P8_a_12 ', 'Treino e aplico LLM's para solucionar problemas de negócio.')
2023;8.b;Quais as técnicas e métodos listados abaixo você costuma utilizar no trabalho?;('P8_b ', 'Quais as técnicas e métodos listados abaixo você costuma utilizar no trabalho?')
2023;8.b.1;Utilizo modelos de regressão (linear, logística, GLM);('P8_b_1 ', 'Utilizo modelos de regressão (linear, logística, GLM)')
2023;8.b.2;Utilizo redes neurais ou modelos baseados em árvore para criar modelos de classificação;('P8_b_2 ', 'Utilizo redes neurais ou modelos baseados em árvore para criar modelos de classificação')
2023;8.b.3;Desenvolvo sistemas de recomendação (RecSys);('P8_b_3 ', 'Desenvolvo sistemas de recomendação (RecSys)')
2023;8.b.4;Utilizo métodos estatísticos Bayesianos para analisar dados;('P8_b_4 ', 'Utilizo métodos estatísticos Bayesianos para analisar dados')
2023;8.b.5;Utilizo técnicas de NLP (Natural Language Processing) para análisar dados não-estruturados;('P8_b_5 ', 'Utilizo técnicas de NLP (Natural Language Processing) para análisar dados não-estruturados')
2023;8.b.6;Utilizo métodos estatísticos clássicos (Testes de hipótese, análise multivariada, sobrevivência, dados longitudinais, inferência estatistica) para analisar dados;('P8_b_6 ', 'Utilizo métodos estatísticos clássicos (Testes de hipótese, análise multivariada, sobrevivência, dados longitudinais, inferência estatistica) para analisar dados')
2023;8.b.7;Utilizo cadeias de Markov ou HMM's para realizar análises de dados;('P8_b_7 ', 'Utilizo cadeias de Markov ou HMM's para realizar análises de dados')
2023;8.b.8;Desenvolvo técnicas de Clusterização (K-means, Spectral, DBScan etc);('P8_b_8 ', 'Desenvolvo técnicas de Clusterização (K-means, Spectral, DBScan etc)')
2023;8.b.9;Realizo previsões através de modelos de Séries Temporais (Time Series);('P8_b_9 ', 'Realizo previsões através de modelos de Séries Temporais (Time Series)')
2023;8.b.10;Utilizo modelos de Reinforcement Learning (aprendizado por reforço);('P8_b_10 ', 'Utilizo modelos de Reinforcement Learning (aprendizado por reforço)')
2023;8.b.11;Utilizo modelos de Machine Learning para detecção de fraude;('P8_b_11 ', 'Utilizo modelos de Machine Learning para detecção de fraude')
2023;8.b.12;Utilizo métodos de Visão Computacional;('P8_b_12 ', 'Utilizo métodos de Visão Computacional')
2023;8.b.13;Utilizo modelos de Detecção de Churn;('P8_b_13 ', 'Utilizo modelos de Detecção de Churn')
2023;8.b.14;Utilizo LLM's para solucionar problemas de negócio;('P8_b_14 ', 'Utilizo LLM's para solucionar problemas de negócio')
2023;8.3;Quais dessas tecnologias fazem parte do seu dia a dia como cientista de dados?;('P8_3 ', 'Quais dessas tecnologias fazem parte do seu dia a dia como cientista de dados?')
2023;8.c.1;Ferramentas de BI (PowerBI, Looker, Tableau, Qlik etc);('P8_c_1 ', 'Ferramentas de BI (PowerBI, Looker, Tableau, Qlik etc)')
2023;8.c.2;Planilhas (Excel, Google Sheets etc);('P8_c_2 ', 'Planilhas (Excel, Google Sheets etc)')
2023;8.c.3;Ambientes de desenvolvimento local (R-studio, JupyterLab, Anaconda);('P8_c_3 ', 'Ambientes de desenvolvimento local (R-studio, JupyterLab, Anaconda)')
2023;8.c.4;Ambientes de desenvolvimento na nuvem (Google Colab, AWS Sagemaker, Kaggle Notebooks etc);('P8_c_4 ', 'Ambientes de desenvolvimento na nuvem (Google Colab, AWS Sagemaker, Kaggle Notebooks etc)')
2023;8.c.5;Ferramentas de AutoML (Datarobot, H2O, Auto-Keras etc);('P8_c_5 ', 'Ferramentas de AutoML (Datarobot, H2O, Auto-Keras etc)')
2023;8.c.6;Ferramentas de ETL (Apache Airflow, NiFi, Stitch, Fivetran, Pentaho etc);('P8_c_6 ', 'Ferramentas de ETL (Apache Airflow, NiFi, Stitch, Fivetran, Pentaho etc)')
2023;8.c.7;Plataformas de Machine Learning (TensorFlow, Azure Machine Learning, Kubeflow etc);('P8_c_7 ', 'Plataformas de Machine Learning (TensorFlow, Azure Machine Learning, Kubeflow etc)')
2023;8.c.8;Feature Store (Feast, Hopsworks, AWS Feature Store, Databricks Feature Store etc);('P8_c_8 ', 'Feature Store (Feast, Hopsworks, AWS Feature Store, Databricks Feature Store etc)')
2023;8.c.9;Sistemas de controle de versão (Github, DVC, Neptune, Gitlab etc);('P8_c_9 ', 'Sistemas de controle de versão (Github, DVC, Neptune, Gitlab etc)')
2023;8.c.10;Plataformas de Data Apps (Streamlit, Shiny, Plotly Dash etc);('P8_c_10 ', 'Plataformas de Data Apps (Streamlit, Shiny, Plotly Dash etc)')
2023;8.c.11;Ferramentas de estatística avançada como SPSS, SAS, etc.;('P8_c_11 ', 'Ferramentas de estatística avançada como SPSS, SAS, etc.')
2023;8.d;Em qual das opções abaixo você gasta a maior parte do seu tempo no trabalho?;('P8_d ', 'Em qual das opções abaixo você gasta a maior parte do seu tempo no trabalho?')
2023;8.d.1;Estudos Ad-hoc com o objetivo de confirmar hipóteses, realizar modelos preditivos, forecasts, análise de cluster para resolver problemas pontuais e responder perguntas das áreas de negócio.;('P8_d_1 ', 'Estudos Ad-hoc com o objetivo de confirmar hipóteses, realizar modelos preditivos, forecasts, análise de cluster para resolver problemas pontuais e responder perguntas das áreas de negócio.')
2023;8.d.2;Coletando e limpando os dados que uso para análise e modelagem.;('P8_d_2 ', 'Coletando e limpando os dados que uso para análise e modelagem.')
2023;8.d.3;Entrando em contato com os times de negócio para definição do problema, identificar a solução e apresentação de resultados.;('P8_d_3 ', 'Entrando em contato com os times de negócio para definição do problema, identificar a solução e apresentação de resultados.')
2023;8.d.4;Desenvolvendo modelos de Machine Learning com o objetivo de colocar em produção em sistemas (produtos de dados).;('P8_d_4 ', 'Desenvolvendo modelos de Machine Learning com o objetivo de colocar em produção em sistemas (produtos de dados).')
2023;8.d.5;Colocando modelos em produção, criando os pipelines de dados, APIs de consumo e monitoramento.;('P8_d_5 ', 'Colocando modelos em produção, criando os pipelines de dados, APIs de consumo e monitoramento.')
2023;8.d.6;Cuidando da manutenção de modelos de Machine Learning já em produção, atuando no monitoramento, ajustes e refatoração quando necessário.;('P8_d_6 ', 'Cuidando da manutenção de modelos de Machine Learning já em produção, atuando no monitoramento, ajustes e refatoração quando necessário.')
2023;8.d.7;Realizando construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik, etc.;('P8_d_7 ', 'Realizando construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik, etc.')
2023;8.d.8;Utilizando ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises.;('P8_d_8 ', 'Utilizando ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises.')
2023;8.d.9;Criando e dando manutenção em ETLs, DAGs e automações de pipelines de dados.;('P8_d_9 ', 'Criando e dando manutenção em ETLs, DAGs e automações de pipelines de dados.')
2023;8.d.10;Criando e gerenciando soluções de Feature Store e cultura de MLOps.;('P8_d_10 ', 'Criando e gerenciando soluções de Feature Store e cultura de MLOps.')
2023;8.d.11;Criando e mantendo a infra que meus modelos e soluções rodam (clusters, servidores, API, containers, etc.);('P8_d_11 ', 'Criando e mantendo a infra que meus modelos e soluções rodam (clusters, servidores, API, containers, etc.)')
2023;8.d.12;Treinando e aplicando LLM's para solucionar problemas de negócio.;('P8_d_12 ', 'Treinando e aplicando LLM's para solucionar problemas de negócio.')
2024;0.a;token;0.a_token
2024;0.d;data/hora_envio;0.d_data/hora_envio
2024;1.a;idade;1.a_idade
2024;1.a.1;faixa_idade;1.a.1_faixa_idade
2024;1.b;genero;1.b_genero
2024;1.c;cor/raca/etnia;1.c_cor/raca/etnia
2024;1.d;pcd;1.d_pcd
2024;1.e;experiencia_profissional_prejudicada;1.e_experiencia_profissional_prejudicada
2024;1.e.1;Não acredito que minha experiência profissional seja afetada;1.e.1_Não acredito que minha experiência profissional seja afetada
2024;1.e.2;Sim, devido a minha Cor/Raça/Etnia;1.e.2_Sim, devido a minha Cor/Raça/Etnia
2024;1.e.3;Sim, devido a minha identidade de gênero;1.e.3_Sim, devido a minha identidade de gênero
2024;1.e.4;Sim, devido ao fato de ser PCD;1.e.4_Sim, devido ao fato de ser PCD
2024;1.i.1;uf_onde_mora;1.i.1_uf_onde_mora
2024;1.f.1;Quantidade de oportunidades de emprego/vagas recebidas;1.f.1_Quantidade de oportunidades de emprego/vagas recebidas
2024;1.f.2;Senioridade das vagas recebidas em relação à sua experiência;1.f.2_Senioridade das vagas recebidas em relação à sua experiência
2024;1.f.3;Aprovação em processos seletivos/entrevistas;1.f.3_Aprovação em processos seletivos/entrevistas
2024;1.f.4;Oportunidades de progressão de carreira;1.f.4_Oportunidades de progressão de carreira
2024;1.f.5;Velocidade de progressão de carreira;1.f.5_Velocidade de progressão de carreira
2024;1.f.6;Nível de cobrança no trabalho/Stress no trabalho;1.f.6_Nível de cobrança no trabalho/Stress no trabalho
2024;1.f.7;Atenção dada pelas pessoas diante das minhas opiniões e ideias;1.f.7_Atenção dada pelas pessoas diante das minhas opiniões e ideias
2024;1.f.8;Relação com outras pessoas da empresa, em momentos de trabalho;1.f.8_Relação com outras pessoas da empresa, em momentos de trabalho
2024;1.f.9;Relação com outras pessoas da empresa, em momentos de integração e outros momentos fora do trabalho;1.f.9_Relação com outras pessoas da empresa, em momentos de integração e outros momentos fora do trabalho
2024;1.i.2;regiao_onde_mora;1.i.2_regiao_onde_mora
2024;1.f;aspectos_prejudicados;1.f_aspectos_prejudicados
2024;1.k.1;uf_de_origem;1.k.1_uf_de_origem
2024;1.k.2;regiao_de_origem;1.k.2_regiao_de_origem
2024;1.g;vive_no_brasil;1.g_vive_no_brasil
2024;1.h;pais_onde_mora;1.h_pais_onde_mora
2024;1.i;estado_onde_mora;1.i_estado_onde_mora
2024;1.j;vive_no_estado_de_formacao;1.j_vive_no_estado_de_formacao
2024;1.k;estado_de_origem;1.k_estado_de_origem
2024;1.l;nivel_de_ensino;1.l_nivel_de_ensino
2024;1.m;área_de_formação;1.m_área_de_formação
2024;2.a;situação_de_trabalho;2.a_situação_de_trabalho
2024;2.b;setor;2.b_setor
2024;2.c;numero_de_funcionarios;2.c_numero_de_funcionarios
2024;2.d;atua_como_gestor;2.d_atua_como_gestor
2024;2.e;cargo_como_gestor;2.e_cargo_como_gestor
2024;2.f;cargo_atual;2.f_cargo_atual
2024;2.g;nivel;2.g_nivel
2024;2.h;faixa_salarial;2.h_faixa_salarial
2024;2.i;tempo_de_experiencia_em_dados;2.i_tempo_de_experiencia_em_dados
2024;2.j;tempo_de_experiencia_em_ti;2.j_tempo_de_experiencia_em_ti
2024;2.k;satisfeito_atualmente;2.k_satisfeito_atualmente
2024;2.l.1;Remuneração/Salário;2.l.1_Remuneração/Salário
2024;2.l.2;Benefícios;2.l.2_Benefícios
2024;2.l.3;Propósito do trabalho e da empresa;2.l.3_Propósito do trabalho e da empresa
2024;2.l.4;Flexibilidade de trabalho remoto;2.l.4_Flexibilidade de trabalho remoto
2024;2.l.5;Ambiente e clima de trabalho;2.l.5_Ambiente e clima de trabalho
2024;2.l.6;Oportunidade de aprendizado e trabalhar com referências;2.l.6_Oportunidade de aprendizado e trabalhar com referências
2024;2.l.7;Oportunidades de crescimento;2.l.7_Oportunidades de crescimento
2024;2.l.8;Maturidade da empresa em termos de tecnologia e dados;2.l.8_Maturidade da empresa em termos de tecnologia e dados
2024;2.l.9;Relação com os gestores e líderes;2.l.9_Relação com os gestores e líderes
2024;2.l.10;Reputação que a empresa tem no mercado;2.l.10_Reputação que a empresa tem no mercado
2024;2.l.11;Gostaria de trabalhar em outra área;2.l.11_Gostaria de trabalhar em outra área
2024;2.l;motivo_insatisfacao;2.l_motivo_insatisfacao
2024;2.m;participou_de_entrevistas_ultimos_6m;2.m_participou_de_entrevistas_ultimos_6m
2024;2.n;planos_de_mudar_de_emprego_6m;2.n_planos_de_mudar_de_emprego_6m
2024;2.o;criterios_para_escolha_de_emprego;2.o_criterios_para_escolha_de_emprego
2024;2.o.1;Remuneração/Salário;2.o.1_Remuneração/Salário
2024;2.o.2;Benefícios;2.o.2_Benefícios
2024;2.o.3;Propósito do trabalho e da empresa;2.o.3_Propósito do trabalho e da empresa
2024;2.o.4;Flexibilidade de trabalho remoto;2.o.4_Flexibilidade de trabalho remoto
2024;2.o.5;Ambiente e clima de trabalho;2.o.5_Ambiente e clima de trabalho
2024;2.o.6;Oportunidade de aprendizado e trabalhar com referências;2.o.6_Oportunidade de aprendizado e trabalhar com referências
2024;2.o.7;Plano de carreira e oportunidades de crescimento;2.o.7_Plano de carreira e oportunidades de crescimento
